jurisdiction,year,ipcc_code,price
Austria,1989,2C5,null
Austria,1989,2C6,null
Austria,1989,2H1,null
Austria,1990,1A1A1,null
Austria,1990,1A1A2,null
Austria,1990,1A1A3,null
Austria,1990,1A1B,null
Austria,1990,1A1C,null
Austria,1990,1A2A,null
Austria,1990,1A2B,null
Austria,1990,1A2C,null
Austria,1990,1A2D,null
Austria,1990,1A2E,null
Austria,1990,1A2F,null
Austria,1990,1A2G,null
Austria,1990,1A2H,null
Austria,1990,1A2I,null
Austria,1990,1A2J,null
Austria,1990,1A2K,null
Austria,1990,1A2L,null
Austria,1990,1A2M,null
Austria,1990,1A3A2,null
Austria,1990,1C1A,null
Austria,1990,1C2B,null
Austria,1990,2A1,null
Austria,1990,2A2,null
Austria,1990,2A3,null
Austria,1990,2A4A,null
Austria,1990,2B1,null
Austria,1990,2B2,null
Austria,1990,2B3,null
Austria,1990,2B4,null
Austria,1990,2B5,null
